index,word,emoji1,emoji2,description
1371,prize,🏆,🎁,Trophy and Wrapped Present evoke the core meaning or feeling behind 'prize'
1372,problem,❓,⚠,Black Question Mark and Warning Sign evoke the core meaning or feeling behind 'problem'
1373,process,🔁,📋,Clockwise Rightwards and with Clipboard together illustrate movement or relation, pointing to 'process'
1374,produce,🥦,🍎,Broccoli and Red Apple evoke the core meaning or feeling behind 'produce'
1375,profit,💰,📊,Money Bag and Bar Chart evoke the core meaning or feeling behind 'profit'
1376,program,💻,📜,Personal Computer and Scroll evoke the core meaning or feeling behind 'program'
1377,project,📐,📊,Triangular Ruler and Bar Chart evoke the core meaning or feeling behind 'project'
1378,promote,📢,📈,Public Address Loudspeaker and Chart with Upwards hint at sound or naming cues associated with 'promote'
1379,proof,🧾,🧾,Receipt and Receipt evoke the core meaning or feeling behind 'proof'
1380,property,🏠,📜,House Building and Scroll evoke the core meaning or feeling behind 'property'
1381,prosper,🌟,💰,Glowing Star and Money Bag evoke the core meaning or feeling behind 'prosper'
1382,protect,🤲,🧿,Palms Up Together with Nazar Amulet together illustrate movement or relation, pointing to 'protect'
1383,proud,😌,🏆,Relieved Face and Trophy evoke the core meaning or feeling behind 'proud'
1384,provide,📦,🤲,Package with Palms Up Together together illustrate movement or relation, pointing to 'provide'
1385,public,📝,📰,Memo and Newspaper evoke the core meaning or feeling behind 'public'
1386,pudding,🥣,🟤,Bowl with Spoon and Large Brown Circle evoke the core meaning or feeling behind 'pudding'
1387,pull,🫴,🪢,Palm Up Hand with Knot together illustrate movement or relation, pointing to 'pull'
1388,pulp,🍊,🧃,Tangerine and Beverage Box evoke the core meaning or feeling behind 'pulp'
1389,pulse,💗,💗,Growing Heart and Growing Heart evoke the core meaning or feeling behind 'pulse'
1390,pumpkin,🎃,🎃,Jack-o-lantern and Jack-o-lantern evoke the core meaning or feeling behind 'pumpkin'
1391,punch,👊,🥊,Fisted Hand Sign and Boxing Glove evoke the core meaning or feeling behind 'punch'
1392,pupil,👁,🧿,Eye and Nazar Amulet evoke the core meaning or feeling behind 'pupil'
1393,puppy,🐶,🐾,Dog Face plus Paw Prints form a recognizable group, reinforcing the idea of 'puppy'
1394,purchase,💳,🛍,Credit Card plus Shopping Bags form a recognizable group, reinforcing the idea of 'purchase'
1395,purity,💧,🕊,Droplet plus Dove of Peace form a recognizable group, reinforcing the idea of 'purity'
1396,purpose,🎯,📖,Direct Hit plus Open Book form a recognizable group, reinforcing the idea of 'purpose'
1397,purse,👛,💰,Purse and Money Bag evoke the core meaning or feeling behind 'purse'
1398,push,✋,➡,Raised Hand with Black Rightwards Arrow together illustrate movement or relation, pointing to 'push'
1399,put,📦,➡,Package with Black Rightwards Arrow together illustrate movement or relation, pointing to 'put'
1400,puzzle,🧩,🧠,Jigsaw Puzzle Piece plus Brain form a recognizable group, reinforcing the idea of 'puzzle'
1401,pyramid,🔺,🏜,Up-pointing Red Triangle with Desert together illustrate movement or relation, pointing to 'pyramid'
1402,quality,⭐,🧵,White Medium Star and Spool of Thread evoke the core meaning or feeling behind 'quality'
1403,quantum,⚛,🌀,Atom Symbol and Cyclone evoke the core meaning or feeling behind 'quantum'
1404,quarter,🪙,🕓,Coin plus Clock Face Four form a recognizable group, reinforcing the idea of 'quarter'
1405,question,❓,❓,Black Question Mark and Black Question Mark evoke the core meaning or feeling behind 'question'
1406,quick,🏃,⚡,Runner and High Voltage Sign evoke the core meaning or feeling behind 'quick'
1407,quit,🚪,✍,Door and Writing Hand evoke the core meaning or feeling behind 'quit'
1408,quiz,❓,📝,Black Question Mark and Memo evoke the core meaning or feeling behind 'quiz'
1409,quote,🗨,📝,Left Speech Bubble with Memo together illustrate movement or relation, pointing to 'quote'
1410,rabbit,🐰,🐰,Rabbit Face and Rabbit Face evoke the core meaning or feeling behind 'rabbit'
1411,raccoon,🦝,🦝,Raccoon and Raccoon evoke the core meaning or feeling behind 'raccoon'
1412,race,🏁,🏁,Chequered Flag and Chequered Flag evoke the core meaning or feeling behind 'race'
1413,rack,🗄,📚,File Cabinet plus Books form a recognizable group, reinforcing the idea of 'rack'
1414,radar,📡,🔄,Satellite Antenna with Anticlockwise Downwards and together illustrate movement or relation, pointing to 'radar'
1415,radio,📻,📻,Radio and Radio evoke the core meaning or feeling behind 'radio'
1416,rail,🛤,🛤,Railway Track and Railway Track evoke the core meaning or feeling behind 'rail'
1417,rain,🌧,🌧,Cloud with Rain plus Cloud with Rain form a recognizable group, reinforcing the idea of 'rain'
1418,raise,🙋,⬆,Happy Person Raising with Upwards Black Arrow together illustrate movement or relation, pointing to 'raise'
1419,rally,📣,🤝,Cheering Megaphone and Handshake hint at sound or naming cues associated with 'rally'
1420,ramp,↗,🏗,North East Arrow with Building Construction together illustrate movement or relation, pointing to 'ramp'
1421,ranch,🐄,🏡,Cow plus House with Garden form a recognizable group, reinforcing the idea of 'ranch'
1422,random,🎲,🔀,Game Die with Twisted Rightwards Arrows together illustrate movement or relation, pointing to 'random'
1423,range,🎯,📏,Direct Hit and Straight Ruler evoke the core meaning or feeling behind 'range'
1424,rapid,⚡,🏃,High Voltage Sign and Runner evoke the core meaning or feeling behind 'rapid'
1425,rare,🦄,✨,Unicorn Face and Sparkles evoke the core meaning or feeling behind 'rare'
1426,rate,⭐,📊,White Medium Star and Bar Chart evoke the core meaning or feeling behind 'rate'
1427,rather,🤔,➡,Thinking Face with Black Rightwards Arrow together illustrate movement or relation, pointing to 'rather'
1428,raven,🐦,⚫,Bird plus Medium Black Circle form a recognizable group, reinforcing the idea of 'raven'
1429,raw,🥩,❌,Cut of Meat with Cross Mark together illustrate movement or relation, pointing to 'raw'
1430,razor,🪒,🪒,Razor and Razor evoke the core meaning or feeling behind 'razor'
1431,ready,👍,🎬,Thumbs Up Sign with Clapper Board together illustrate movement or relation, pointing to 'ready'
1432,real,🔍,🌎,Left-pointing Magnifying Glass with Earth Globe Americas together illustrate movement or relation, pointing to 'real'
1433,reason,🤔,📚,Thinking Face plus Books form a recognizable group, reinforcing the idea of 'reason'
1434,rebel,✊,🏴,Raised Fist and Waving Black Flag evoke the core meaning or feeling behind 'rebel'
1435,rebuild,🧱,🔁,Brick with Clockwise Rightwards and together illustrate movement or relation, pointing to 'rebuild'
1436,recall,🔙,🧠,Back with Leftwards with Brain together illustrate movement or relation, pointing to 'recall'
1437,receive,📥,🤲,Inbox Tray with Palms Up Together together illustrate movement or relation, pointing to 'receive'
1438,recipe,📖,🍲,Open Book plus Pot of Food form a recognizable group, reinforcing the idea of 'recipe'
1439,record,🔴,🎙,Large Red Circle and Studio Microphone hint at sound or naming cues associated with 'record'
1440,recycle,♻️,♻️,Black Universal Recycling and Black Universal Recycling evoke the core meaning or feeling behind 'recycle'
1441,reduce,➖,📉,Heavy Minus Sign with Chart with Downwards together illustrate movement or relation, pointing to 'reduce'
1442,reflect,🔁,🪞,Clockwise Rightwards and with Mirror together illustrate movement or relation, pointing to 'reflect'
1443,reform,🔧,📜,Wrench plus Scroll form a recognizable group, reinforcing the idea of 'reform'
1444,refuse,🚫,🙅,No Entry Sign and Face with No evoke the core meaning or feeling behind 'refuse'
1445,region,🗺,📍,World Map with Round Pushpin together illustrate movement or relation, pointing to 'region'
1446,regret,😞,🔄,Disappointed Face with Anticlockwise Downwards and together illustrate movement or relation, pointing to 'regret'
1447,regular,📏,📆,Straight Ruler and Tear-off Calendar evoke the core meaning or feeling behind 'regular'
1448,reject,🎈,📌,Balloon and Pushpin evoke the core meaning or feeling behind 'reject'
1449,relax,🧘,🌴,Person in Lotus plus Palm Tree form a recognizable group, reinforcing the idea of 'relax'
1450,release,🕊,🔓,Dove of Peace plus Open Lock form a recognizable group, reinforcing the idea of 'release'
1451,relief,😮,☺,Face with Open and White Smiling Face evoke the core meaning or feeling behind 'relief'
1452,rely,🤝,🔒,Handshake plus Lock form a recognizable group, reinforcing the idea of 'rely'
1453,remain,🧍,⏸,Standing Person and Double Vertical Bar evoke the core meaning or feeling behind 'remain'
1454,remember,🧠,🔖,Brain plus Bookmark form a recognizable group, reinforcing the idea of 'remember'
1455,remind,⏰,🔔,Alarm Clock plus Bell form a recognizable group, reinforcing the idea of 'remind'
1456,remove,🗑,➖,Wastebasket and Heavy Minus Sign evoke the core meaning or feeling behind 'remove'
1457,render,🖥,🎨,Desktop Computer and Artist Palette evoke the core meaning or feeling behind 'render'
1458,renew,🔄,🌱,Anticlockwise Downwards and with Seedling together illustrate movement or relation, pointing to 'renew'
1459,rent,🏠,💵,House Building and Banknote with Dollar hint at sound or naming cues associated with 'rent'
1460,reopen,🔓,🔁,Open Lock with Clockwise Rightwards and together illustrate movement or relation, pointing to 'reopen'
1461,repair,🔧,🩹,Wrench plus Adhesive Bandage form a recognizable group, reinforcing the idea of 'repair'
1462,repeat,🔁,🔁,Clockwise Rightwards and with Clockwise Rightwards and together illustrate movement or relation, pointing to 'repeat'
1463,replace,🔁,🔀,Clockwise Rightwards and with Twisted Rightwards Arrows together illustrate movement or relation, pointing to 'replace'
1464,report,🧾,📊,Receipt and Bar Chart evoke the core meaning or feeling behind 'report'
1465,require,📌,📋,Pushpin and Clipboard evoke the core meaning or feeling behind 'require'
1466,rescue,🆘,🚑,Squared Sos and Ambulance evoke the core meaning or feeling behind 'rescue'
1467,resemble,🪞,🔁,Mirror with Clockwise Rightwards and together illustrate movement or relation, pointing to 'resemble'
1468,resist,✋,⚡,Raised Hand and High Voltage Sign evoke the core meaning or feeling behind 'resist'
1469,resource,🧰,🛢️,Toolbox plus Oil Drum form a recognizable group, reinforcing the idea of 'resource'
1470,response,💬,↩,Speech Balloon with Leftwards Arrow with together illustrate movement or relation, pointing to 'response'
1471,result,📈,🎯,Chart with Upwards with Direct Hit together illustrate movement or relation, pointing to 'result'
1472,retire,🧓,🏖,Older Adult and Beach with Umbrella evoke the core meaning or feeling behind 'retire'
1473,retreat,🔙,🏕,Back with Leftwards with Camping together illustrate movement or relation, pointing to 'retreat'
1474,return,🔙,📦,Back with Leftwards with Package together illustrate movement or relation, pointing to 'return'
1475,reunion,🤗,🔗,Hugging Face and Link Symbol evoke the core meaning or feeling behind 'reunion'
1476,reveal,🎭,🔓,Performing Arts plus Open Lock form a recognizable group, reinforcing the idea of 'reveal'
1477,review,🔍,📝,Left-pointing Magnifying Glass with Memo together illustrate movement or relation, pointing to 'review'
1478,reward,🏆,✍,Trophy and Writing Hand evoke the core meaning or feeling behind 'reward'
1479,rhythm,🥁,🎵,Drum with Drumsticks and Musical Note hint at sound or naming cues associated with 'rhythm'
1480,rib,🦴,🩻,Bone and X-ray evoke the core meaning or feeling behind 'rib'
1481,ribbon,🎀,🎀,Ribbon and Ribbon evoke the core meaning or feeling behind 'ribbon'
1482,rice,🍚,🍚,Cooked Rice and Cooked Rice evoke the core meaning or feeling behind 'rice'
1483,rich,💰,💎,Money Bag and Gem Stone evoke the core meaning or feeling behind 'rich'
1484,ride,🚴,➡,Bicyclist with Black Rightwards Arrow together illustrate movement or relation, pointing to 'ride'
1485,ridge,⛰,↔,Mountain with Left Right Arrow together illustrate movement or relation, pointing to 'ridge'
1486,rifle,🔫,🎯,Pistol and Direct Hit evoke the core meaning or feeling behind 'rifle'
1487,right,➡,➡,Black Rightwards Arrow with Black Rightwards Arrow together illustrate movement or relation, pointing to 'right'
1488,rigid,🪨,📏,Rock and Straight Ruler evoke the core meaning or feeling behind 'rigid'
1489,ring,💍,💍,Ring and Ring evoke the core meaning or feeling behind 'ring'
1490,riot,🔥,🚨,Fire plus Police Cars Revolving form a recognizable group, reinforcing the idea of 'riot'
1491,ripple,🌊,〰,Water Wave plus Wavy Dash form a recognizable group, reinforcing the idea of 'ripple'
1492,risk,⚠,🎲,Warning Sign and Game Die evoke the core meaning or feeling behind 'risk'
1493,ritual,🔥,🕯,Fire plus Candle form a recognizable group, reinforcing the idea of 'ritual'
1494,rival,⚔,🥇,Crossed Swords with First Place Medal together illustrate movement or relation, pointing to 'rival'
1495,river,🏞,💧,National Park plus Droplet form a recognizable group, reinforcing the idea of 'river'
1496,road,🛣,🛣,Motorway and Motorway evoke the core meaning or feeling behind 'road'
1497,roast,🍖,🔥,Meat on Bone plus Fire form a recognizable group, reinforcing the idea of 'roast'
1498,robot,🤖,🤖,Robot Face and Robot Face evoke the core meaning or feeling behind 'robot'
1499,robust,💪,🏗,Flexed Biceps and Building Construction evoke the core meaning or feeling behind 'robust'
1500,rocket,🚀,🚀,Rocket and Rocket evoke the core meaning or feeling behind 'rocket'
1501,romance,💘,🌹,Heart with Arrow with Rose together illustrate movement or relation, pointing to 'romance'
